spc	meanAcc	stdAcc	minAcc	maxAcc
1	77.46	8.05	51.78	90.61
10	91.95	1.57	88.07	94.92
20	93.61	1.21	89.59	96.19
30	94.67	1.03	91.37	96.95
40	95.12	0.86	93.15	96.70
50	95.49	1.02	92.13	97.46
60	95.61	0.87	93.91	97.46
70	95.74	0.82	93.65	97.97
80	96.05	0.79	94.16	97.46
90	96.09	0.90	93.15	97.72
100	96.24	0.80	94.16	97.72
110	96.07	0.87	93.65	97.46
120	96.18	0.80	93.65	97.46
130	96.22	0.77	94.67	97.72
140	96.06	0.82	93.65	97.72
150	96.24	0.74	94.16	97.46
